filename,mae_mse,mae_vgg,mae_resnet
AnhHungNguyenTrungTruc_Ep02_2012_00832.jpg,9.732402,11.337691,10.268189
AnhHungNguyenTrungTruc_Ep02_2012_00864.jpg,4.4086084,4.88444,4.810819
AnhHungNguyenTrungTruc_Ep02_2012_00870.jpg,4.969215,4.9147997,4.506404
AnhHungNguyenTrungTruc_Ep02_2012_00884.jpg,4.689938,8.217462,7.3919206
AnhHungNguyenTrungTruc_Ep02_2012_00891.jpg,7.309165,8.641734,7.803983
AnhHungNguyenTrungTruc_Ep02_2012_00892.jpg,8.133836,8.317489,7.39964
AnhHungNguyenTrungTruc_Ep02_2012_00893.jpg,9.884261,8.882965,9.906157
AnhHungNguyenTrungTruc_Ep02_2012_00912.jpg,3.6341014,3.4071336,3.591498
AnhHungNguyenTrungTruc_Ep02_2012_00927.jpg,6.0162826,7.978874,6.644053
AnhHungNguyenTrungTruc_Ep02_2012_00953.jpg,3.1151016,3.2907832,3.275683
AnhHungNguyenTrungTruc_Ep02_2012_00954.jpg,3.354645,3.8656263,3.6474676
AnhHungNguyenTrungTruc_Ep02_2012_00976.jpg,4.4912972,4.9903674,5.939088
AnhHungNguyenTrungTruc_Ep02_2012_00996.jpg,6.7228026,6.052947,5.5605736
AnhHungNguyenTrungTruc_Ep02_2012_00997.jpg,5.1476135,5.065795,5.0894985
AnhHungNguyenTrungTruc_Ep02_2012_01004.jpg,5.853323,6.5587864,6.868609
AnhHungNguyenTrungTruc_Ep02_2012_01006.jpg,5.811005,6.832709,6.1774287
AnhHungNguyenTrungTruc_Ep02_2012_01007.jpg,5.22057,6.551379,6.1562033
AnhHungNguyenTrungTruc_Ep02_2012_01029.jpg,5.215867,5.942117,6.354871
AnhHungNguyenTrungTruc_Ep02_2012_01037.jpg,5.492453,5.451677,6.0335817
AnhHungNguyenTrungTruc_Ep02_2012_01043.jpg,4.8467526,6.74248,5.7064466
AnhHungNguyenTrungTruc_Ep02_2012_01044.jpg,4.806355,7.170367,6.1758475
AnhHungNguyenTrungTruc_Ep02_2012_01056.jpg,5.7251606,6.8038507,6.569841
AnhHungNguyenTrungTruc_Ep02_2012_01066.jpg,4.7714376,5.110737,4.588801
AnhHungNguyenTrungTruc_Ep02_2012_01078.jpg,9.657798,8.8298855,9.346308
AnhHungNguyenTrungTruc_Ep02_2012_01099.jpg,8.010178,9.05318,7.4086747
AnhHungNguyenTrungTruc_Ep02_2012_01103.jpg,5.963588,6.086057,5.9227386
AnhHungNguyenTrungTruc_Ep02_2012_01104.jpg,4.4625783,5.2640305,4.445186
AnhHungNguyenTrungTruc_Ep02_2012_01133.jpg,4.3865857,4.6467237,4.3634276
AnhHungNguyenTrungTruc_Ep02_2012_01142.jpg,4.0981545,4.3459687,3.8638458
AnhHungNguyenTrungTruc_Ep02_2012_01143.jpg,4.3339643,4.192881,4.2213078
AnhHungNguyenTrungTruc_Ep02_2012_01152.jpg,4.583579,4.4005036,4.3061423
AnhHungNguyenTrungTruc_Ep02_2012_01159.jpg,4.2541122,4.3434243,4.15152
AnhHungNguyenTrungTruc_Ep02_2012_01166.jpg,2.6318958,2.9147866,2.3316991
AnhHungNguyenTrungTruc_Ep02_2012_01172.jpg,3.204095,4.6256113,3.567343
AnhHungNguyenTrungTruc_Ep02_2012_01174.jpg,2.8110318,3.2810507,2.665916
AnhHungNguyenTrungTruc_Ep02_2012_01185.jpg,3.0308979,3.3916748,2.8616602
AnhHungNguyenTrungTruc_Ep02_2012_01202.jpg,3.3278062,4.504099,3.4561744
AnhHungNguyenTrungTruc_Ep02_2012_01211.jpg,3.7155545,3.9026294,3.7715175
